1	1	82
1	4	82
1	3	82
1	4	82
1	3	82
1	1	82
1	4	82
1	1	82
1	2	82
1	1	82
1	2	82
1	1	82
1	3	82
1	2	82
1	1	82
1	3	82
1	1	82
1	4	82
1	1	82
1	4	82
1	3	82
1	1	82
1	2	82
1	1	82
1	4	82
1	1	82
1	3	82
1	2	82
1	4	82
1	2	82
1	1	82
1	2	82
1	4	82
1	2	82
1	4	82
1	3	82
1	1	82
1	4	82
1	3	82
1	1	82
1	4	82
1	2	82
1	1	82
1	2	82
1	1	82
1	3	82
1	1	82
1	2	82
1	3	82
1	4	82
1	2	82
1	4	82
1	1	82
1	2	82
1	1	82
1	3	82
1	2	82
1	3	82
1	4	82
1	3	82
1	4	82
1	1	82
1	4	82
1	3	82
1	2	82
1	4	82
1	3	82
1	2	82
1	1	82
1	2	82
1	1	82
1	4	82
1	2	82
1	4	82
1	2	82
1	3	82
1	2	82
1	4	82
1	3	82
1	2	82
1	1	82
1	2	82
1	1	82
1	4	82
1	3	82
1	4	82
1	3	82
1	1	82
1	4	82
1	2	82
1	1	82
1	3	82
1	2	82
1	3	82
1	2	82
1	3	82
1	1	82
1	4	82
1	3	82
1	2	82
1	3	82
1	4	82
1	2	82
1	3	82
1	2	82
1	4	82
1	2	82
1	3	82
1	2	82
1	3	82
1	1	82
1	4	82
1	3	82
1	1	82
1	2	82
1	4	82
1	2	82
1	3	82
1	2	82
1	4	82
1	3	82
1	2	82
1	1	82
1	4	82
1	2	82
1	3	82
1	2	82
1	4	82
1	1	82
1	2	82
1	1	82
1	4	82
1	2	82
1	4	82
1	3	82
1	1	82
1	2	82
1	1	82
1	4	82
1	1	82
1	2	82
1	4	82
1	2	82
1	4	82
1	3	82
1	4	82
1	1	82
1	3	82
1	4	82
1	1	82
1	3	82
1	4	82
1	1	82
1	3	82
1	1	82
1	4	82
1	1	82
1	2	82
1	4	82
1	3	82
1	4	82
1	3	82
1	4	82
1	2	82
1	1	82
1	3	82
1	2	82
1	4	82
1	1	82
1	3	82
1	4	82
1	2	82
1	3	82
1	4	82
1	1	82
1	3	82
1	1	82
1	3	82
1	2	82
1	1	82
1	4	82
1	3	82
1	4	82
1	3	82
1	2	82
1	1	82
1	3	82
1	2	82
1	4	82
1	1	82
1	4	82
1	1	82
1	4	82
1	2	82
1	1	82
1	4	82
1	1	82
1	2	82
1	1	82
1	2	82
1	3	82
1	4	82
1	3	82
1	4	82
1	3	82
1	1	82
1	4	82
1	2	82
1	1	82
1	3	82
1	1	82
1	2	82
1	1	82
1	2	82
1	4	82
1	2	82
1	4	82
1	2	82
1	4	82
1	3	82
1	2	82
1	1	82
1	3	82
1	2	82
1	3	82
1	1	82
1	2	82
1	3	82
1	2	82
1	1	82
1	2	82
1	1	82
1	4	82
1	2	82
1	4	82
1	1	82
1	4	82
1	2	82
1	1	82
1	4	82
1	1	82
1	4	82
1	3	82
1	2	82
1	3	82
1	2	82
1	1	82
1	4	82
1	1	82
1	4	82
1	1	82
1	3	82
1	2	82
1	1	82
1	3	82
1	1	82
1	2	82
1	1	82
1	2	82
1	4	82
1	2	82
1	4	82
1	3	82
1	1	82
1	2	82
1	3	82
1	2	82
1	4	82
1	1	82
1	4	82
1	2	82
1	4	82
1	2	82
1	1	82
1	2	82
1	3	82
1	1	82
1	3	82
1	1	82
1	4	82
2	1	82
2	4	82
2	1	82
2	2	82
2	3	82
2	4	82
2	3	82
2	2	82
2	4	82
2	2	82
2	3	82
2	4	82
2	2	82
2	4	82
2	3	82
2	1	82
2	4	82
2	2	82
2	1	82
2	3	82
2	2	82
2	1	82
2	3	82
2	1	82
2	4	82
2	1	82
2	2	82
2	4	82
2	1	82
2	2	82
2	3	82
2	4	82
2	2	82
2	4	82
2	1	82
2	2	82
2	3	82
2	1	82
2	4	82
2	2	82
2	4	82
2	1	82
2	4	82
2	3	82
2	4	82
2	2	82
2	1	82
2	2	82
2	1	82
2	3	82
2	2	82
2	3	82
2	4	82
2	1	82
2	2	82
2	4	82
2	3	82
2	1	82
2	2	82
2	4	82
2	1	82
2	3	82
2	2	82
2	3	82
2	1	82
2	3	82
2	1	82
